time,volpct
09:29,0.00995
09:30,0.12266
10:00,0.09020523
10:30,0.07647028
11:00,0.06753991
11:30,0.0604444
12:00,0.05562921
12:30,0.04903219
13:00,0.05185342
13:30,0.05015644
14:00,0.05638225
14:30,0.05953227
15:00,0.07759453
15:30,0.1824999
16:00,0.05715
